;APCE2G_APCE3D;APCE3G_APCE4D;APCE4G_APCE5D;APCE5G_APCE6D;APCE6G_APCE7D;APCE7G_APCE8D;APCE8G_APCE9D;APCE9G_APCE10D;APCE10G_APCE11D;APCE11G_APCE12D;APCE12G_APCE13D;APCE13G_APCE14D;APCE14G_APCE15D;APCE15G_APCE16D;MLH1E2G_MLH1E3D;MLH1E3G_MLH1E4D;MLH1E4G_MLH1E5D;MLH1E5G_MLH1E6D;MLH1E6G_MLH1E7D;MLH1E7G_MLH1E8D;MLH1E8G_MLH1E9D;MLH1E9G_MLH1E10D;MLH1E10G_MLH1E11D;MLH1E11G_MLH1E12D;MLH1E12G_MLH1E13D;MLH1E13G_MLH1E14D;MLH1E14G_MLH1E15D;MLH1E15G_MLH1E16D;MLH1E16G_MLH1E17D;MLH1E17G_MLH1E18D;MLH1E18G_MLH1E19D;MSH2E2G_MSH2E3D;MSH2E3G_MSH2E4D;MSH2E4G_MSH2E5D;MSH2E5G_MSH2E6D;MSH2E6G_MSH2E7D;MSH2E7G_MSH2E8D;MSH2E8G_MSH2E9D;MSH2E9G_MSH2E10D;MSH2E10G_MSH2E11D;MSH2E11G_MSH2E12D;MSH2E12G_MSH2E13D;MSH2E13G_MSH2E14D;MSH2E14G_MSH2E15D;MSH2E15G_MSH2E16D;MSH2E17G_MSH2E18D;MSH6E2G_MSH6E3D;MSH6E3G_MSH6E4D;MSH6E4G_MSH6E5D;MSH6E5G_MSH6E6D;MSH6E6G_MSH6E7D;MSH6E7G_MSH6E8D;MSH6E8G_MSH6E9D;MSH6E9G_MSH6E10D;MUTYHE2G_MUTYHE3D;MUTYHE3G_MUTYHE4D;MUTYHE4G_MUTYHE5D;MUTYHE5G_MUTYHE6D;MUTYHE6G_MUTYHE7D;MUTYHE7G_MUTYHE8D;MUTYHE8G_MUTYHE9D;MUTYHE9G_MUTYHE10D;MUTYHE10G_MUTYHE11D;MUTYHE11G_MUTYHE12D;MUTYHE12G_MUTYHE13D;MUTYHE13G_MUTYHE14D;MUTYHE14G_MUTYHE15D;MUTYHE15G_MUTYHE16D;PTENE2G_PTENE3D;PTENE3G_PTENE4D;PTENE4G_PTENE5D;PTENE5G_PTENE6D;PTENE6G_PTENE7D;PTENE7G_PTENE8D;PTENE8G_PTENE9D;SMAD4E2G_SMAD4E3D;SMAD4E3G_SMAD4E4D;SMAD4E4G_SMAD4E5D;SMAD4E5G_SMAD4E6D;SMAD4E6G_SMAD4E7D;SMAD4E7G_SMAD4E8D;SMAD4E8G_SMAD4E9D;SMAD4E9G_SMAD4E10D;SMAD4E10G_SMAD4E11D;SMAD4E11G_SMAD4E12D;STK11E2G_STK11E3D;STK11E3G_STK11E4D;STK11E4G_STK11E5D;STK11E5G_STK11E6D;STK11E6G_STK11E7D;STK11E7G_STK11E8D;STK11E8G_STK11E9D;STK11E9G_STK11E10D;TP53E2G_TP53E3D;TP53E3G_TP53E4D;TP53E4G_TP53E5D;TP53E5G_TP53E6D;TP53E6G_TP53E7D;TP53E7G_TP53E8D;TP53E8G_TP53E9D;TP53E9G_TP53E10D;TP53E10G_TP53E11D
3071_Ok_Cocar;6652;17522;26431;8535;34928;33910;30790;22536;19647;14084;21404;21167;14769;19310;6241;4453;7971;8275;4724;2109;7505;3542;4095;5073;9393;7240;2846;1890;3071;4037;4614;5770;7213;11097;8950;5968;4372;3212;4481;2121;2764;2945;3526;4915;1957;23;2645;7669;5323;7509;4159;4485;4317;2747;450;1209;1070;811;779;1076;322;224;225;303;474;1134;2261;1385;1593;10756;21134;56226;52581;38538;17673;62763;20633;15181;40714;58924;43717;48477;46067;27010;10936;19740;21264;5103;6125;11678;8953;4336;1015;7000;3486;2832;12243;9428;13388;16880;7718;6462
3073_Ok_Cocar;8686;22254;31560;12117;42503;43240;37092;27828;25461;19198;29514;29616;21620;25842;11393;7631;13460;13543;7987;3406;13011;6161;7080;8363;15279;12039;5254;3390;5947;7513;8681;7918;10140;15208;11964;8978;6647;5146;7089;3729;4667;4830;5933;8450;4479;39;4019;11992;8805;11376;7290;7603;7773;5561;440;1290;1222;968;1020;1099;364;233;307;339;539;1372;2886;1678;1400;9207;16246;47582;43730;32697;16230;73850;22612;15570;45255;63744;52792;58043;54247;33399;13663;20266;21326;4789;5695;12358;9164;4710;1115;7855;4191;3059;11670;9672;14450;17734;8169;7826
3076_Ok_Cocar;11166;24883;38712;17250;43448;42400;38608;29242;29317;20410;28758;27835;20746;24239;7416;5378;8303;8134;5236;2580;9093;3994;4302;5314;10450;7888;3325;1996;3264;3952;4638;3972;5469;7582;5944;4565;3082;2248;3095;1751;2100;2139;2409;3180;1161;14;3743;9531;5310;6724;4448;4289;4131;2372;417;1095;896;565;619;760;327;176;272;297;481;971;2094;1445;3177;20862;27093;68191;65189;48168;24094;76229;26058;20817;63001;77404;64513;58378;54462;36590;15980;15972;18217;4507;5765;9515;7728;3823;1030;7527;1994;3148;10828;8800;11921;14573;6812;7374
3079_Ok_Cocar;13969;34045;50251;21884;68645;66791;61939;45126;46071;32589;48178;47257;36326;42142;17470;11460;19202;17932;12453;5991;18639;8435;9231;11595;22011;17442;7288;4425;8120;10076;11510;11382;14529;21707;17200;12386;9114;7178;9861;5422;6833;6706;7848;10695;4541;57;5895;9618;9960;14043;9632;9394;9535;6430;749;2272;1804;1609;1589;1945;757;380;394;644;1032;2104;4338;2922;2490;17600;25480;71509;68916;50765;25759;114177;36340;27037;82261;110248;97052;88982;76805;45963;17824;28493;29234;7593;8732;15064;12290;6319;1716;10420;7147;5057;18957;14144;21009;24860;13004;13051
3081_Ok_Cocar;15441;41282;56787;18940;78042;71853;65585;50826;44186;31332;49656;50545;39143;51977;14185;10171;18285;17553;10450;4760;17344;8232;9006;10446;18824;15400;6582;4804;7223;9176;10099;13130;15717;24544;19454;13616;10298;7836;10869;5612;6739;7580;9006;12216;5319;51;7534;18930;11701;16281;10359;10072;9637;7256;540;1527;1212;1152;1196;1268;536;276;430;580;690;1821;4113;2276;1074;6651;13615;38803;32584;26089;12474;121813;44978;31050;79252;120636;90908;89460;82351;53396;21620;28433;29046;6265;8828;17001;12648;6416;1433;13251;5838;4881;20190;17582;24889;28884;14364;12652
3083_Ok_Cocar;15743;40569;58771;20897;71664;67339;60711;43980;42262;29450;46017;45048;31611;39994;10773;8185;14101;13448;8279;3939;12672;6748;7209;9021;17231;12896;5586;3800;6264;7687;8619;7665;9442;14292;11189;7667;5743;4183;5808;2901;3686;3892;4726;6127;2402;27;6762;15716;9813;13391;8556;8470;7743;4983;606;1761;1619;1099;1059;1311;489;360;383;498;782;1786;3609;2137;1769;11609;21039;48791;41703;35391;16533;114514;42028;30233;81224;119595;83902;86841;81310;56881;23102;23206;25726;5908;8117;14027;10754;5511;1146;13269;2703;4658;18146;15697;23604;29043;12334;12084
3084_Ok_Cocar;9256;25461;36609;15615;42956;42116;29534;21764;21975;15766;24931;25374;18199;21115;14288;10960;18803;17288;10147;4898;18504;9054;9817;11422;21001;16490;6732;4486;8337;10214;10936;14204;19125;27578;23836;18517;13064;9130;12652;7740;8863;10236;11403;15807;8215;51;6434;11815;11171;14313;10544;10079;11000;6912;805;2579;2108;1641;1676;1860;779;490;540;643;1074;2395;5323;3409;455;2866;4403;9270;9361;7863;3723;97799;34898;24092;68327;108797;83245;70867;68209;45710;19852;18395;21276;5003;6923;10662;8852;4254;1069;10390;5649;4937;18500;15436;22929;28638;12719;12832
3086_Ok_Cocar;10974;26749;40140;16367;45278;44675;38716;28697;29197;18864;29503;28305;19670;24898;11074;8259;13820;13804;9032;4114;15300;7338;8136;10387;18488;14353;5340;3071;5543;6905;7859;10187;13252;18997;15125;10932;6960;5446;7466;4062;4995;5201;6354;8090;3041;29;5872;14200;8337;10643;6933;6684;5791;3320;736;1968;1453;1160;1176;1463;751;498;532;608;1046;2010;3395;1957;1654;11446;17909;38613;35483;27242;13013;103827;38730;28060;88595;127412;94543;87351;81766;57690;24463;19137;21604;5388;7583;11490;8998;4529;1211;12417;7361;6419;23914;19315;27594;35063;15174;14970
3088_Ok_Cocar;15263;39258;56124;20518;80916;77780;73099;54427;49521;33756;53066;51511;39792;50220;13683;9328;16337;15819;9831;4235;15257;7237;8241;10462;18158;14469;6161;3913;6843;8688;9768;7603;9647;14713;11975;8087;6025;4602;6556;3227;4047;4259;5361;6944;3018;26;5640;15264;10465;13664;8481;8598;8801;5775;686;1583;1530;1257;1264;1375;555;282;298;451;711;1740;3851;2685;1483;9576;18748;50126;43403;34244;16155;115369;39800;27753;74877;105055;81407;94262;86780;57321;22016;26422;29020;6738;8305;17310;13096;6172;1320;12456;6538;5230;20980;17032;24740;30021;14267;13191
3089_Ok_Cocar;12391;34676;47546;15182;63603;61053;54941;42109;37135;24124;40252;39674;30715;41615;11808;8476;15512;15577;8980;3801;15405;7942;8520;9761;17490;13890;6110;4161;6438;8433;9189;9163;11505;17136;14156;9645;7001;5337;7235;3559;4272;5044;6095;7744;3591;31;5633;16292;10184;12660;8098;7774;7243;4691;450;1566;1295;1030;1020;1240;373;278;339;352;691;1688;3477;2319;1504;9176;20165;54490;45313;34995;16376;104577;38749;26881;69947;114920;83688;86014;75906;49814;20466;23283;24529;5965;7678;14009;10967;5255;1182;12362;5624;4893;22057;17803;25601;31302;14477;12838
3090_Ok_Cocar;9448;25360;36768;11893;48931;47109;42023;30474;26820;19533;30386;30783;21329;27407;13750;10168;18988;18731;10609;4789;18840;9307;10543;13028;22877;18524;7299;4896;8199;10980;10965;9226;15192;22343;19171;12441;9032;7137;10044;5106;6021;7352;8563;11359;5311;30;5630;15773;10751;14495;8899;8777;8821;5637;715;2147;1771;1490;1621;1782;632;441;528;621;992;2099;4557;2649;928;5711;11839;29624;25655;20632;9873;101486;37205;25297;70351;117860;84576;87983;79375;54643;22775;26983;28062;6604;9062;14844;11889;5792;1491;11590;5883;4618;18316;15852;23311;28531;13116;12353
3097_Ok_Cocar;17494;38466;60928;27995;63704;62132;53633;41115;44075;33013;45441;42210;32239;35832;13423;9556;15433;14523;9934;5111;17279;7954;8645;10437;19515;14600;6198;3513;6695;8460;9045;11527;15111;21139;17476;13230;8854;6115;8817;5149;5755;5742;6631;8601;3738;22;5928;13926;9015;10823;8320;7395;6490;3928;765;1861;1668;1252;1118;1471;670;421;423;489;944;1864;4159;2306;6672;42550;53184;117265;121719;91127;44929;120062;42419;32974;116794;159142;136501;102975;94505;58079;23883;56299;64424;16089;21103;32057;25682;14025;3446;7395;5321;4320;14730;12404;16642;20133;9838;10131
3098_Ok_Cocar;61376;133119;218139;81166;356314;347429;308004;211398;186223;126880;181352;154857;109600;151384;35880;36943;75188;76051;37307;16086;77729;32294;36539;40303;95048;65359;29780;13704;24018;36958;45827;32337;45128;65553;52246;35276;23350;19208;24862;13619;15009;18920;24352;30387;12592;242;18829;71702;42488;55971;34386;39340;40496;20346;2525;10394;7913;5189;6087;8036;2210;1071;1789;2417;3635;7313;15933;9062;3853;21497;50294;143720;137037;84677;36287;525358;171407;102995;294703;394947;310524;351804;333328;141139;56150;88290;119229;19802;27359;55890;36287;22604;4875;31999;18614;11606;56098;47290;66225;87251;38494;39383
3099_Ok_Cocar;10983;25672;39214;16268;49800;48012;43824;30662;31507;22706;31058;30566;21450;24202;14335;10301;16931;16415;10893;5170;16604;7897;8984;11488;22212;16824;6739;3786;7383;9369;10415;10730;13575;19813;16329;11171;7885;6243;8225;4486;5481;5958;6756;8666;3539;39;4566;10065;7129;9758;6285;6245;5555;3569;844;2727;2449;1833;1920;2068;724;455;528;781;1031;2223;4867;2845;2357;14951;21991;49716;46555;34314;16035;94332;34572;24581;75624;110964;92513;84666;75823;52614;20892;27661;29632;6748;9053;15272;13016;6293;1574;8429;5852;4005;15716;11795;19220;24294;10974;11057
3101_Ok_Cocar;15865;38917;56927;21812;65079;61906;57667;42813;44658;26079;41764;38722;28532;27210;13247;10002;17967;16943;10691;5062;18457;9323;10685;13413;23810;17868;6933;3900;7901;9753;10007;11788;14744;21348;17157;12014;8072;5912;8356;4511;5127;5699;6847;8389;3229;38;7491;17507;10037;12886;8395;8020;7296;3916;1067;2642;2338;1732;1844;2133;1111;681;696;748;1479;3124;5576;3499;2332;14131;22312;47553;44583;32402;15167;131845;51911;39382;115652;177958;135860;113501;105687;73257;31858;25505;29740;7226;10481;15129;12510;6178;1665;14769;8635;7439;26623;22853;34022;41121;18843;18547
3102_Ok_Cocar;13038;32716;47813;17642;65924;63584;60538;45723;40806;31680;46367;45531;33962;40682;12070;8233;14089;13432;7996;3752;12696;6331;6498;8235;15156;11919;5266;3329;5897;7451;8298;9589;11808;18130;14171;9804;7207;5745;7856;4447;5387;5549;6579;8782;3895;26;5671;13954;10234;13361;8739;9021;9084;6352;629;1708;1507;1194;1236;1325;512;367;372;460;729;1658;3039;1675;983;5600;10234;28012;25642;19789;10101;98814;33035;25209;62587;77912;65951;78878;75870;46238;19429;38671;40594;9970;11425;23572;18529;9074;1978;11335;5883;5172;20680;16342;23530;28161;13682;12726
3103_Ok_Cocar;1378;4334;6186;3094;7183;7513;6467;4478;5433;5619;7029;5677;4195;4665;1739;1207;1712;1679;1323;556;1460;768;913;1323;2010;1632;574;475;773;957;1251;1457;1917;3949;2172;1621;1314;888;1944;593;993;907;872;1399;945;9;783;1305;1679;2109;1038;1138;1147;1097;83;203;188;178;210;261;128;43;46;69;166;196;488;200;1907;11265;19136;54614;51978;37615;19240;12373;4211;2376;11146;12636;9811;8950;10443;5688;2731;3503;4250;1201;1061;2318;1185;989;224;1087;813;541;2771;1494;2587;3468;1704;1088
3106_Ok_Cocar;10225;27028;39228;13527;51775;50048;44926;33525;29452;22821;34089;31714;22622;28120;8535;5894;10851;10319;5816;2708;9782;4891;5203;6962;12290;9993;3995;2585;4391;5727;6068;6143;8122;12312;10107;6528;5080;3566;5264;2535;3231;3499;4137;5714;2651;26;4243;10117;8162;11001;6636;6999;7207;4557;469;1541;1442;1110;1208;1206;590;386;339;394;680;1441;2655;1516;2754;15194;30576;79563;70050;53911;26146;79937;29363;20798;60528;95486;76483;72424;66603;39002;16850;35876;37895;9831;12119;20945;16391;9782;1931;9689;5060;4473;17871;13669;20383;25630;12536;11057
3111_Ok_Cocar;11739;28422;42959;17156;49265;46967;44945;32846;34990;24576;33629;30879;23144;27045;12952;9598;16360;16330;10256;4696;16078;8001;8382;11428;20709;16006;6172;3645;7507;9310;10607;10331;13024;20319;16503;10937;7448;5700;8487;4630;5379;5654;6779;8499;3764;43;5846;11099;9106;12098;7779;7920;7581;4587;800;2515;2067;1407;1442;1682;768;456;540;654;1004;2323;5148;3092;1894;11707;17911;41125;39874;27750;13483;101472;37097;27010;80889;113572;93811;82212;77241;50379;21344;29000;34061;7371;10069;17117;13839;7107;1686;9581;6579;4802;17750;15104;20958;25672;12112;11680
3113_Ok_Cocar;10196;25084;36248;13624;45858;44140;41017;30496;30022;21879;33115;31888;23919;27701;11250;8027;13195;12756;8498;3869;13164;6570;6682;8355;15578;12445;5408;3736;6189;7843;8470;11448;15259;22661;18027;12976;9537;7783;11655;6223;7419;7369;9171;12239;5801;39;4624;10104;8909;11813;8142;7791;7722;5311;589;1836;1514;1164;1290;1107;531;258;308;528;850;1616;3546;2354;1458;9017;14890;41681;38987;28041;14269;75940;26698;19059;53413;73845;62686;59567;55475;37748;15432;22567;23508;5857;7562;12065;10062;5323;1360;7290;4286;3338;12604;10487;16059;18157;9757;9168
3117_Ok_Cocar;5202;14446;21384;7563;27301;25817;22969;17129;16175;11656;17516;17570;12981;16113;6270;4516;7547;7607;4536;2168;7538;3731;3784;4825;8885;6752;2953;1765;3143;4052;4462;4925;6235;9335;7304;5321;3732;2893;4165;2045;2583;2739;3252;3991;1977;9;2455;4725;4777;5852;4174;3745;3905;2513;214;722;541;502;537;552;192;118;166;196;388;693;1615;953;1319;7305;14167;36700;32981;24423;11937;48405;17455;12300;36911;52537;41978;40733;36413;22798;9094;15171;15939;3931;4876;8840;6638;3375;754;5425;2960;2306;8729;7357;9802;11880;5973;5566
3120_Ok_Cocar;5977;15695;22368;7211;29561;27555;23022;17120;15742;10725;15813;16908;11496;15446;5290;3811;7257;7187;4073;1955;6254;3444;4023;4624;8626;6693;2899;1997;2999;3781;3889;5727;7010;9773;8215;6005;4069;3009;4023;1970;2400;2838;3493;4294;1888;14;2219;4437;4218;5742;3589;3354;3359;2114;236;767;666;605;605;764;206;147;186;239;318;788;1592;916;940;4545;9667;22658;19006;15884;6501;46859;17802;11782;29834;55689;38456;37327;31942;21537;8399;9708;9758;2120;2893;5435;4076;2126;443;5361;2720;1907;8260;6613;9526;12164;5841;4698
3124_Ok_Cocar;17288;42661;58992;24168;76499;72759;66425;50834;50837;37682;54149;52265;40312;47847;15215;10776;18171;17834;12226;5643;17911;8652;9065;11402;21086;16950;6956;4594;8018;9855;10742;11119;14580;22333;17505;12973;9189;7289;10639;5785;6919;7338;8396;11175;5046;38;6540;16098;11958;15671;10487;10210;9707;6792;610;2014;1706;1370;1255;1253;592;368;420;548;823;1796;4205;2465;1657;9040;14693;38319;34712;26117;13118;115544;39877;27844;81110;112702;98237;95157;89155;62663;25032;26909;27854;6507;9208;15759;12633;6517;1533;10285;6684;5280;18753;15667;23679;27615;13446;12415
3129_Ok_Cocar;10931;28827;41624;14396;52847;49464;44169;31353;29451;21567;31070;31412;21842;26898;11683;8546;15437;15181;9228;4535;14842;7149;8160;10151;19186;14831;5944;3855;6494;8610;8866;9827;12466;17842;14928;10078;7157;5022;7151;3585;4538;4999;5977;7750;3104;72;6159;14577;9212;13232;7758;8213;7854;4618;700;2198;1875;1404;1411;1525;593;434;498;663;869;2158;4183;2225;1488;7580;14796;32420;27733;21820;9761;97868;36195;24383;68892;113171;84259;82597;72415;49047;19195;37843;38726;8334;12041;21579;16812;8480;1682;11361;6776;5068;19468;15611;24509;29912;13903;12203
3131_Ok_Cocar;12218;28265;42580;18177;53573;53479;49650;36704;35825;24541;36037;34938;26205;31613;12739;8763;14396;14864;9886;4873;14564;6716;6989;9025;17299;13381;5725;3156;6443;8296;9329;7600;10008;14745;12058;8331;6177;4953;6615;3555;4454;4505;5386;7255;3188;55;5718;13209;8970;11970;7856;7784;8042;5373;579;1959;1665;1351;1196;1373;448;312;301;475;744;1730;4063;2345;2015;11462;17657;44005;41136;31553;15397;93107;30470;21917;65801;86070;73285;75308;68317;46145;17997;23626;25505;5700;7367;14685;11523;5483;1435;8897;5452;4066;15039;12586;17952;22828;9775;10306
3133_Ok_Cocar;8012;19611;28364;11406;36846;35676;33102;24504;24221;19090;26770;24443;18537;22785;8485;6282;9957;9936;6456;2916;9148;4469;4763;6288;10947;8684;3618;2136;4006;5105;6001;6517;8437;13272;10108;7139;5134;4335;6000;3179;3810;4006;4813;6455;2957;19;3111;5970;6496;8480;5781;5675;5712;3977;453;1171;1111;845;952;844;339;250;216;283;572;1111;2480;1572;1418;7820;13341;35227;33361;23522;12137;58064;19654;14530;45706;63390;55511;49859;46057;29344;12017;17503;19018;4816;6048;10445;8392;4531;944;7348;4274;3421;11899;9580;13876;17521;8454;8164
3135_Ok_Cocar;12754;32239;45843;17373;62581;60456;54270;40863;38105;30554;42255;41983;31531;38375;10770;7553;13041;12345;7878;3599;12401;5940;6582;7987;14945;11749;5143;3135;5894;7172;8111;10332;13411;20576;15737;11389;8400;6569;9284;4886;5877;6232;7453;10318;4835;45;4943;11860;9805;13054;8184;8278;8471;5830;426;1437;1261;962;959;1093;373;229;305;362;677;1394;2985;1600;1844;9497;16944;44179;39268;30788;15019;93531;32018;22418;63158;93787;76940;76616;69304;45026;17489;33075;34242;7629;10476;19184;14455;7747;1586;8773;5337;3904;15603;12917;19267;23237;10594;10180
3137_Ok_Cocar;13883;32324;46986;19281;64055;60367;55138;40767;41616;30664;44272;42273;32786;39682;12468;8809;14573;14333;9642;4374;14446;7110;7308;9225;17450;13969;5988;3524;6590;8292;9307;11411;14642;21886;17263;12366;8600;6817;10219;5612;5945;6124;7504;9629;5000;18;4989;12424;9737;12780;8683;8396;8081;5331;490;1334;1134;985;983;1082;454;264;260;419;621;1340;2893;1766;2504;14306;23567;63419;58936;42586;21683;92140;31901;21210;71751;103954;92619;81752;70977;41711;16233;33664;34547;8545;11044;18756;14750;7991;2023;9250;6167;4289;15311;12237;18025;21244;11264;10413
3183_Ok_Cocar;31290;79668;120848;43986;162405;152032;138029;103820;88430;67212;97802;99980;71441;88490;32829;22595;41657;41216;24907;10412;42546;18306;21457;25612;52142;39939;16210;10392;16980;21955;21993;29956;38313;52848;43751;31903;22566;16759;22962;11807;14735;15867;20172;27183;11425;71;13117;39214;26782;35365;24168;23189;22309;14269;1435;4738;3696;3451;3303;3668;1237;859;755;1017;1619;4301;10139;5700;4383;25109;51577;133247;109535;100650;43007;269678;91879;60230;149727;231475;162081;197863;155209;90119;33441;52436;47285;8741;14092;26134;16663;9560;2037;20106;11203;6548;31515;25482;39649;48968;22511;19453
3223_Ok_Cocar;44822;112536;170955;61241;218070;197672;181560;133310;119486;84478;127294;128689;89200;109465;41069;28907;51534;50879;30272;13375;51377;22868;26470;32910;64908;48160;19563;11448;21672;28089;28875;26884;33527;45689;38056;27809;18752;14235;18963;10099;11659;12934;15663;20470;8702;98;14943;34562;26207;34382;23659;22962;22352;13700;2009;6690;5614;5126;4788;5687;1803;1001;1019;1419;2460;5505;12370;8397;10390;52925;109891;270996;222613;191643;82527;342706;122639;91054;215020;351271;239184;258150;207722;126757;48669;74344;68740;13225;21402;36368;23047;15024;3336;24556;13986;8146;38583;32521;46655;61737;28535;25338
3228_Ok_Cocar;50589;117948;167892;77196;226822;211151;183374;142451;132997;96335;131480;129035;94580;116810;47951;33300;59019;59852;36925;16806;64862;28755;31483;37316;77140;58535;23866;12168;25871;33654;36502;49446;63467;87897;72411;60362;36922;29918;39661;22376;26265;27195;32447;44234;20105;86;19822;46680;35046;44556;30876;30401;31642;18126;1893;5772;4947;3205;3284;4310;1514;840;1189;1382;2041;5537;11322;5426;4948;27485;48970;115518;104115;85349;35820;378474;130587;91572;225404;372138;253413;260993;200798;103638;39237;82286;77378;12499;22157;39461;24387;15761;3173;22904;16606;8153;38194;31766;43621;58200;25652;23905
3261_Ok_Cocar;47807;115681;173966;63123;229677;207407;185058;137722;121349;86911;123789;136577;99660;135322;43884;30984;60592;58767;34940;15926;57394;26526;31842;37629;73597;54647;22664;10435;22091;29280;31936;44326;55082;74041;64819;49857;33405;26298;34632;19210;21561;22949;29993;42076;20032;96;17572;49169;35777;47413;32444;30668;29635;18579;1467;6224;4609;3862;3585;4374;1404;920;1073;1269;1981;5259;12761;6647;3153;18288;33771;86238;68350;64973;26583;361105;139823;90261;213655;421964;263459;282898;201206;114513;39689;96835;76799;13205;25414;45346;26743;17402;3053;28231;16463;7986;38556;31007;49523;61263;27559;23367
3335_Ok_Cocar;86652;221162;328645;118267;413193;376103;334473;250263;226718;166957;250130;263083;187099;230720;64933;48781;81379;78583;46818;21956;81166;39723;45410;50023;101737;72477;30791;17484;32248;40237;40408;62607;80147;109276;90951;70416;46639;35633;50680;27391;31938;34178;40226;51504;22547;158;29382;79320;54343;71575;47480;47611;45637;27844;3067;6584;6988;6195;5928;6681;2411;1642;2159;2756;3751;8170;15575;8542;6811;34202;67982;171619;146441;135916;57702;531146;193691;144008;352789;543810;384381;408181;341357;226885;90476;102972;91935;20092;30749;53017;35896;22947;5503;50025;25160;15596;68010;61084;88828;111148;57772;46297
3342_Ok_Cocar;70566;172505;258276;96118;314450;279047;252565;200629;186636;138426;201697;211860;153260;183973;44925;33966;59770;53581;32046;15618;56032;29489;32351;37485;75215;55314;24241;10513;26665;31488;32420;37652;47786;66766;57842;44619;30423;22019;32939;17513;19207;19267;25496;32656;16151;144;24061;61497;42496;56400;38434;36029;36744;22172;1643;7358;5214;4774;5149;5517;2213;1296;1282;1721;2804;5969;13555;8967;6159;29223;55564;138099;120944;108235;47287;420568;161591;120010;306785;460346;324341;329638;269916;167274;67254;85735;75306;15362;23918;40327;25017;16089;3672;32010;17142;11069;51056;41821;61557;75308;38041;32351
4003_Ok_Cocar;12280;30081;43736;18315;58447;52691;45894;33398;33958;24850;36058;35653;25920;31557;11120;7972;12858;12174;7817;4449;11838;5950;6601;7160;14426;10402;5066;3058;5534;6426;7459;9612;12555;17762;14450;11148;7633;6242;9488;5511;6223;6073;7109;8907;4172;45;5142;8933;7880;10990;8007;7843;7759;4771;446;1298;1060;904;1003;1046;341;191;300;386;485;1116;2811;1697;1378;5293;7747;16198;15713;15393;7102;81325;28705;21396;59988;74273;61696;67175;59397;39902;16762;21084;21241;4667;5580;11446;8806;3861;1036;8064;4673;2332;8891;9101;11605;14671;6833;7001
4004_Ok_Cocar;13993;36189;50147;23787;64591;59593;45890;32643;33753;22684;37759;37587;26489;31770;15684;12442;18922;17171;11114;6002;16772;8881;10135;11274;21389;15050;7452;4538;8212;9426;10639;13719;18450;25820;22049;17739;12730;10103;14964;9366;9949;10791;12430;15936;8940;32;7534;11100;11581;15689;13131;12815;11862;9052;779;1732;1684;1235;1460;1542;541;412;417;486;792;1624;3845;2365;807;3323;4766;9306;9551;9312;4128;89372;31998;22841;67286;99661;83161;73172;67948;47967;19875;18935;18568;4051;5567;10219;8079;3891;1239;9679;5408;3010;11282;10246;15675;19227;9406;8219
4005_Ok_Cocar;14842;36981;53617;23512;70300;62372;54615;38131;38879;28816;41795;45063;30884;37558;14285;10994;17156;16559;10580;5691;17240;8933;10547;10995;21767;15435;7414;4346;7795;8825;9369;13758;18012;24214;20125;16738;11774;9636;13266;7886;8941;8738;10547;12585;6269;40;6497;10140;10147;13907;10904;10297;8974;5850;813;2098;1914;1564;1775;2050;546;438;388;638;908;1729;4496;3519;1638;6087;9386;19982;18203;19449;7713;90506;33164;24400;66918;103267;83695;79135;66736;51105;20307;22744;21009;4819;7091;12728;9017;4856;1269;10678;6440;3512;13706;11268;16762;21321;10959;8950
4006_Ok_Cocar;36457;85657;134427;57742;173562;165037;145386;109071;104525;75289;103407;103521;73446;85537;33829;24450;39492;39040;25072;11840;40484;17628;21035;25329;49954;37653;15504;6734;17198;20949;23130;24865;33718;47432;38241;28693;19890;15023;20963;11575;13337;11722;17018;22247;9898;74;10409;29800;24821;32084;21137;21042;21493;12875;1188;4226;3187;3124;3463;3510;1306;687;678;1048;1689;3639;7574;4454;6922;32331;57664;161441;149765;108715;47127;266248;84934;61096;166105;230644;183206;191372;155894;78936;31437;59456;56685;11482;17718;32454;18952;12529;2676;18500;12610;6753;31581;23916;34890;45703;22403;19615
4007_Ok_Cocar;15025;37269;54266;23536;60028;53439;47560;36284;38454;24628;36352;37973;28616;35960;12569;9484;14977;15156;10787;5565;17760;9632;10136;10985;20776;14926;6872;3702;6426;7375;8004;8605;11326;15373;12820;10146;6431;5249;7285;4396;5065;4824;5336;6540;3115;23;7270;13177;11151;12535;9569;8274;7264;4023;657;1779;1594;1148;1347;1550;807;502;551;690;1101;1863;3326;2362;2097;8133;10249;19979;18728;19560;7636;105100;39477;29661;96263;145964;122885;97191;81631;56007;23835;24101;24253;6250;10164;14767;11432;6315;1259;14054;8508;6071;20703;15617;21123;25513;13630;12337
